NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,OCCUPATION_TYPE,CNT_FAM_MEMBERS,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,ORGANIZATION_TYPE,TARGET
0.0,0.0,0.0,0.0,0.0,0.00035777074,0.07987416,0.04704828,0.0684624,0.6666667,0.25,0.5,0.2,0.775168,0.47058824,0.0,0.5,0.6086956,0.53571427,
0.0,0.5,0.0,1.0,0.0,0.00151187,0.061797753,0.051090527,0.06285073,0.6666667,1.0,0.25,0.2,0.6859014,0.5882353,0.05263158,0.5,0.3478261,0.58928573,
0.0,0.0,0.0,0.0,0.0,0.00043471067,0.10224719,0.04416598,0.10325477,0.6666667,1.0,0.25,0.2,0.6631472,0.64705884,0.05263158,0.6666667,0.6086956,0.53571427,
0.0,0.0,0.0,0.0,0.0,0.00081941043,0.08988764,0.07302413,0.09090909,0.6666667,1.0,0.25,0.2,0.64778954,0.64705884,0.05263158,0.33333334,0.6086956,0.53571427,
0.0,0.0,0.0,0.0,0.0,0.00074247044,0.13671911,0.08091531,0.10213243,0.6666667,1.0,0.25,0.2,0.8835187,0.64705884,0.05263158,0.6666667,0.5217391,0.53571427,
0.0,0.0,0.0,0.0,0.0,0.0005501206,0.08610337,0.07051091,0.0684624,0.6666667,1.0,0.25,0.2,0.72452146,0.5882353,0.05263158,0.6666667,0.82608694,0.625,
0.0,0.0,0.0,1.0,0.0,0.00047318067,0.10224719,0.056521203,0.10325477,0.6666667,1.0,0.25,0.4,0.33391678,0.64705884,0.05263158,0.6666667,0.5652174,0.53571427,
0.0,0.0,0.0,0.0,0.0,0.00093482033,0.02959101,0.0318459,0.023569023,0.6666667,1.0,0.5,0.2,0.6470555,0.64705884,0.0,0.6666667,0.39130434,0.53571427,
0.0,0.0,0.0,0.0,0.05263158,0.00074247044,0.19067416,0.094658956,0.15824915,0.6666667,1.0,0.5,0.2,0.5930777,0.64705884,0.05263158,0.6666667,0.5217391,0.53571427,
0.0,0.0,0.0,0.0,0.0,0.00093482033,0.045573033,0.049561504,0.034792367,0.6666667,1.0,0.25,0.2,0.57608265,0.5882353,0.05263158,0.6666667,0.6086956,0.5535714,
0.0,0.5,0.0,1.0,0.05263158,0.00151187,0.17698877,0.07885903,0.124579124,0.6666667,1.0,0.25,0.2,0.5525944,0.5882353,0.10526316,0.5,0.5652174,0.60714287,
0.0,0.5,0.0,1.0,0.10526316,0.0012425801,0.029950561,0.035817854,0.022446688,1.0,1.0,0.25,0.4,0.6821185,0.5294118,0.15789473,0.5,0.4347826,0.375,
0.0,0.5,0.0,0.0,0.0,0.0013195201,0.13483146,0.083375804,0.13580246,0.6666667,1.0,0.25,0.2,0.8075772,0.5882353,0.05263158,0.5,0.5652174,0.58928573,
0.0,0.5,1.0,1.0,0.0,0.0009732903,0.06952809,0.094061404,0.057239056,0.6666667,0.5,0.25,0.6,0.82807297,0.47058824,0.05263158,0.8333333,0.6956522,0.5535714,
0.0,0.0,0.0,0.0,0.0,0.00074247044,0.0655573,0.09553771,0.056116723,0.6666667,1.0,0.25,0.2,0.6095082,0.64705884,0.05263158,0.6666667,0.65217394,0.53571427,
0.0,0.5,0.0,1.0,0.0,0.00093482033,0.13671911,0.13262096,0.10213243,0.6666667,1.0,0.25,0.2,0.7892835,0.64705884,0.05263158,0.6666667,0.6956522,0.53571427,
0.0,0.0,1.0,1.0,0.10526316,0.00074247044,0.11892135,0.0785251,0.10213243,0.6666667,0.75,0.25,0.2,0.6191632,0.64705884,0.15789473,0.6666667,0.3478261,0.53571427,
0.0,0.0,0.0,1.0,0.0,0.00074247044,0.11892135,0.13395666,0.10213243,0.6666667,1.0,0.25,0.4,0.38625714,0.64705884,0.05263158,0.33333334,0.47826087,0.53571427,
0.0,0.0,0.0,0.0,0.0,0.0005501206,0.061651684,0.042988453,0.05274972,0.6666667,1.0,0.5,0.4,0.37773135,0.64705884,0.0,0.6666667,0.73913044,0.58928573,
0.0,0.0,0.0,0.0,0.0,0.0017042197,0.11341348,0.092321485,0.08305275,0.6666667,1.0,0.25,0.2,0.5829146,0.5882353,0.05263158,0.6666667,0.5652174,0.60714287,
0.0,0.0,0.0,0.0,0.0,0.0011271702,0.101123594,0.08251463,0.10213243,0.6666667,1.0,0.75,0.2,0.64299023,0.64705884,0.0,0.5,0.6956522,0.53571427,
0.0,0.0,0.0,0.0,0.05263158,0.00093482033,0.17732584,0.13465966,0.15824915,0.6666667,1.0,0.25,0.2,0.81474787,0.64705884,0.10526316,0.33333334,0.47826087,0.53571427,
0.0,0.0,0.0,0.0,0.0,0.0022812693,0.11892135,0.115292005,0.10213243,0.6666667,1.0,0.25,0.2,0.8555135,0.47058824,0.05263158,0.33333334,0.6956522,0.625,
0.0,0.0,0.0,0.0,0.10526316,0.00051165064,0.05977528,0.044042952,0.046015713,0.6666667,1.0,0.25,0.2,0.6768675,0.64705884,0.15789473,0.33333334,0.65217394,0.53571427,
0.0,0.0,0.0,0.0,0.05263158,0.0006655305,0.19067416,0.08460606,0.15824915,0.6666667,1.0,0.25,0.2,0.57495344,0.64705884,0.10526316,0.5,0.47826087,0.53571427,
0.0,0.0,0.0,1.0,0.0,0.00151187,0.05382472,0.09342871,0.051627386,0.6666667,1.0,0.25,0.4,0.4279826,0.88235295,0.05263158,0.5,0.4347826,0.53571427,
0.0,0.0,0.0,0.0,0.05263158,0.00093482033,0.13193707,0.107119635,0.11335578,0.6666667,1.0,0.25,0.2,0.65140307,0.64705884,0.10526316,0.6666667,0.7826087,0.53571427,
0.0,0.0,0.0,0.0,0.05263158,0.00093482033,0.050561797,0.054552805,0.051627386,0.6666667,1.0,0.25,0.2,0.62661624,0.64705884,0.10526316,0.33333334,0.5652174,0.58928573,
0.0,0.0,0.0,0.0,0.05263158,0.0017042197,0.07164045,0.05896413,0.046015713,0.6666667,1.0,0.5,0.4,0.52266955,0.64705884,0.05263158,0.33333334,0.17391305,0.53571427,
0.0,0.0,0.0,0.0,0.05263158,0.00093482033,0.060892135,0.057540555,0.049382716,0.6666667,1.0,0.25,0.2,0.6048783,0.64705884,0.10526316,0.33333334,0.5217391,0.53571427,
0.0,0.0,0.0,1.0,0.05263158,0.0011271702,0.060892135,0.08189951,0.049382716,0.6666667,1.0,0.5,0.2,0.8174581,0.47058824,0.05263158,0.6666667,0.4347826,0.5,
0.0,0.5,0.0,1.0,0.05263158,0.0012425801,0.097635955,0.10657481,0.07968575,1.0,1.0,0.25,0.6,0.897973,0.47058824,0.10526316,0.6666667,0.47826087,0.5535714,
0.0,0.0,0.0,1.0,0.10526316,0.0024736193,0.25501123,0.14235751,0.21436588,0.6666667,1.0,0.5,0.4,0.7377336,0.47058824,0.10526316,0.33333334,0.4347826,0.625,
0.0,0.0,0.0,0.0,0.05263158,0.00035777074,0.012930337,0.030158702,0.011223344,0.6666667,0.5,0.25,0.2,0.92874485,0.64705884,0.10526316,0.6666667,0.5217391,0.53571427,
0.0,0.5,1.0,1.0,0.05263158,0.0013195201,0.073468536,0.040352203,0.049382716,0.6666667,0.25,0.5,0.8,0.52509737,0.5882353,0.05263158,0.5,0.5652174,0.5535714,
0.0,0.0,1.0,1.0,0.0,0.00074247044,0.2006854,0.16202393,0.15824915,0.6666667,1.0,0.25,0.2,0.64547455,0.64705884,0.05263158,0.33333334,0.6956522,0.53571427,
0.0,0.0,0.0,0.0,0.05263158,0.0011271702,0.15730338,0.077822104,0.15824915,0.6666667,1.0,0.5,0.2,0.7700299,0.47058824,0.05263158,0.33333334,0.65217394,0.23214285,
0.0,0.0,0.0,0.0,0.05263158,0.00051165064,0.11008764,0.07636338,0.081930414,0.6666667,1.0,0.25,0.2,0.62910056,0.64705884,0.10526316,0.6666667,0.5217391,0.53571427,
0.0,0.0,0.0,0.0,0.0,0.00074247044,0.04494382,0.04536108,0.046015713,0.6666667,0.75,0.25,0.2,0.5963526,0.47058824,0.05263158,0.8333333,0.5217391,0.53571427,
0.0,0.0,0.0,0.0,0.05263158,0.00093482033,0.02469663,0.052795302,0.023569023,0.6666667,1.0,0.25,0.2,0.88526905,0.47058824,0.10526316,0.5,0.26086956,0.35714287,
0.0,0.0,1.0,1.0,0.05263158,0.0011271702,0.21513483,0.10979103,0.16161616,0.6666667,1.0,0.25,0.2,0.7491954,0.64705884,0.10526316,0.33333334,0.4347826,0.53571427,
0.0,0.0,1.0,1.0,0.05263158,0.00074247044,0.02247191,0.017346526,0.023569023,0.6666667,1.0,0.5,0.2,0.7871944,0.64705884,0.05263158,0.33333334,0.39130434,0.53571427,
0.0,0.0,0.0,0.0,0.0,0.0005501206,0.007865168,0.017821051,0.008978676,0.6666667,1.0,0.25,0.2,0.79159844,0.64705884,0.05263158,0.6666667,0.39130434,0.53571427,
0.0,0.0,0.0,0.0,0.10526316,0.00074247044,0.06741573,0.05260198,0.0684624,1.0,0.75,0.5,0.2,0.80605274,0.47058824,0.10526316,0.6666667,0.5652174,0.2857143,
0.0,0.0,0.0,0.0,0.0,0.0011271702,0.14606741,0.12965079,0.14702581,0.6666667,1.0,0.5,0.2,0.7721755,0.1764706,0.0,0.5,0.5652174,0.5,
0.0,0.0,0.0,0.0,0.10526316,0.0005501206,0.11572921,0.088314384,0.10325477,0.6666667,0.25,0.25,0.6,0.7152617,0.5882353,0.15789473,0.6666667,0.47826087,0.625,
0.0,0.0,0.0,0.0,0.05263158,0.00016542088,0.029146068,0.024517126,0.023569023,0.6666667,1.0,0.25,0.4,0.8372763,0.1764706,0.10526316,0.5,0.65217394,0.5,
0.0,0.0,0.0,0.0,0.05263158,0.0005501206,0.06717978,0.03822563,0.049382716,0.6666667,1.0,0.25,0.2,0.8289199,0.64705884,0.10526316,0.6666667,0.39130434,0.53571427,
0.0,0.0,0.0,1.0,0.0,0.0007040005,0.13961348,0.10578393,0.124579124,0.6666667,1.0,0.25,0.6,0.78341144,0.1764706,0.05263158,0.8333333,0.6086956,0.5535714,
0.0,0.0,0.0,0.0,0.05263158,0.0005501206,0.05693483,0.06219793,0.043771043,0.6666667,1.0,0.75,0.4,0.67946476,0.64705884,0.05263158,0.33333334,0.5652174,0.53571427,
0.0,0.0,0.0,1.0,0.0,0.00016542088,0.05977528,0.05653878,0.046015713,0.6666667,1.0,0.75,0.6,0.52741235,0.64705884,0.0,0.33333334,0.4347826,0.53571427,
0.0,0.5,0.0,0.0,0.10526316,0.0020889195,0.19202022,0.0953268,0.1593715,0.6666667,1.0,0.25,0.2,0.7762972,0.64705884,0.15789473,0.6666667,0.47826087,0.58928573,
0.0,0.0,0.0,1.0,0.0,0.0012041101,0.04494382,0.024341376,0.046015713,0.6666667,1.0,0.5,0.2,0.49059907,0.64705884,0.0,0.6666667,0.4347826,0.53571427,
0.0,0.0,0.0,1.0,0.0,0.0017042197,0.15730338,0.108894706,0.15824915,0.6666667,1.0,0.25,0.6,0.5365592,0.3529412,0.05263158,0.8333333,0.39130434,0.5535714,
0.0,0.5,0.0,0.0,0.10526316,0.0013195201,0.04494382,0.05098508,0.046015713,0.6666667,1.0,0.25,0.2,0.7606572,0.47058824,0.15789473,0.6666667,0.5217391,0.5535714,
0.0,0.0,0.0,1.0,0.05263158,0.0017042197,0.07987416,0.10652208,0.0684624,0.6666667,1.0,0.25,0.2,0.7529784,0.47058824,0.10526316,0.6666667,0.6086956,0.19642857,
0.0,0.0,0.0,0.0,0.0,0.00074247044,0.15842697,0.06986063,0.1593715,0.6666667,1.0,0.25,0.2,0.48207328,0.64705884,0.05263158,0.5,0.5217391,0.53571427,
0.0,0.0,0.0,1.0,0.0,0.00074247044,0.111825846,0.086398706,0.07631874,0.6666667,1.0,0.25,0.2,0.790074,0.64705884,0.05263158,0.5,0.5652174,0.53571427,
0.0,0.0,0.0,0.0,0.05263158,0.0020889195,0.06633483,0.048823353,0.053872053,0.6666667,1.0,0.25,0.2,0.6068545,0.64705884,0.10526316,0.33333334,0.73913044,0.53571427,
0.0,0.0,0.0,1.0,0.10526316,0.0024736193,0.06454157,0.08641628,0.058361392,0.6666667,1.0,0.25,0.2,0.6263904,0.47058824,0.15789473,0.6666667,0.39130434,0.2857143,
0.0,0.0,1.0,1.0,0.05263158,0.0022812693,0.055844944,0.09655706,0.05050505,0.6666667,0.25,0.5,0.2,0.72339225,0.5882353,0.05263158,0.5,0.6086956,0.53571427,
0.0,0.0,0.0,0.0,0.10526316,0.00093482033,0.21348314,0.095045604,0.21436588,0.6666667,1.0,0.25,0.2,0.73784655,0.64705884,0.15789473,0.33333334,0.4347826,0.53571427,
0.0,0.0,0.0,0.0,0.0,0.0008578804,0.08402697,0.10075748,0.0684624,0.6666667,1.0,0.25,0.4,0.43791994,0.64705884,0.05263158,0.6666667,0.6956522,0.58928573,
0.0,0.0,0.0,0.0,0.0,0.00074247044,0.19067416,0.094149284,0.15824915,0.6666667,1.0,0.25,0.2,0.58206767,0.64705884,0.05263158,0.33333334,0.5217391,0.58928573,
0.0,0.0,0.0,1.0,0.0,0.00074247044,0.050276406,0.086504154,0.048260383,0.6666667,1.0,0.5,0.2,0.4790808,0.64705884,0.0,0.6666667,0.4347826,0.53571427,
0.0,0.0,0.0,0.0,0.05263158,0.0013195201,0.28008088,0.12601276,0.21773289,0.6666667,1.0,0.25,0.2,0.8400994,0.64705884,0.10526316,0.33333334,0.5652174,0.53571427,
0.0,0.5,0.0,1.0,0.05263158,0.0013195201,0.056179777,0.061424628,0.057239056,0.6666667,1.0,0.25,0.6,0.90491784,0.3529412,0.10526316,0.8333333,0.3478261,0.73214287,
0.0,0.0,0.0,1.0,0.10526316,0.0005501206,0.08539326,0.05935078,0.086419754,0.6666667,1.0,0.25,0.2,0.68776464,0.5882353,0.15789473,0.5,0.65217394,0.5,
0.0,0.0,0.0,0.0,0.10526316,0.00093482033,0.029146068,0.037698377,0.023569023,0.6666667,1.0,0.25,0.2,0.59234375,0.64705884,0.15789473,0.33333334,0.65217394,0.53571427,
0.0,0.5,0.0,1.0,0.0,0.0013195201,0.12485393,0.09631101,0.10213243,1.0,1.0,0.5,0.6,0.48551747,0.47058824,0.0,0.6666667,0.4347826,0.58928573,
0.0,0.0,1.0,1.0,0.15789473,0.00093482033,0.13033707,0.07857783,0.13131313,0.6666667,1.0,0.5,0.2,0.700638,0.47058824,0.15789473,0.33333334,0.73913044,0.5,
0.0,0.0,0.0,1.0,0.0,0.0017042197,0.17977528,0.08012443,0.18069585,0.6666667,0.75,0.25,0.2,0.68601435,0.64705884,0.05263158,0.33333334,0.3478261,0.53571427,
0.0,0.0,0.0,0.0,0.0,0.0005501206,0.122825846,0.062074903,0.10549944,0.6666667,1.0,0.25,0.2,0.5266783,0.64705884,0.05263158,0.6666667,0.65217394,0.53571427,
0.0,0.0,0.0,1.0,0.05263158,0.0028583189,0.12172135,0.14411502,0.10325477,0.6666667,1.0,0.25,0.4,0.7892835,0.47058824,0.10526316,0.8333333,0.6086956,0.58928573,
0.0,0.0,0.0,1.0,0.10526316,0.0017042197,0.0716191,0.07109088,0.05274972,0.6666667,1.0,0.25,0.2,0.6966292,0.64705884,0.15789473,0.5,0.47826087,0.53571427,
